timestamp,sender_id,lat,lon,speed_mps,heading_deg,label
0.0,vehA,12.971598559096705,77.594598270964,13.84434206921617,0.7019837250988631,0
0.0,vehB,12.970598724117162,77.59398502646584,8.466159172033858,89.73266252150283,0
0.0,vehC,12.971997830413159,77.59500115884786,11.21614886845336,181.16355868659915,0
0.1,vehA,12.971606566365068,77.5946139426815,13.53083919882759,358.98533763251226,0
0.1,vehB,12.97060993342942,77.59401311080826,8.320828431951693,89.89367670622921,0
0.1,vehC,12.972005317762203,77.59497521291414,10.94386134142772,180.49036253259354,0
0.2,vehA,12.971608734043855,77.59462326892273,14.088299929343956,0.24821344932841446,0
0.2,vehB,12.970622763283027,77.59398886777785,8.584125343792694,88.48547960827486,0
0.2,vehC,12.971973800545777,77.59497342782694,10.642094976827002,180.8760122430564,0
0.3,vehA,12.971606642658996,77.59462632208178,14.323680711674001,358.9977971757576,0
0.3,vehB,12.970621547583946,77.59399706100221,8.35720992873046,90.81863631154377,0
0.3,vehC,12.972006384137908,77.59497274395235,11.424974048903149,180.4784920376501,0
0.4,vehA,12.971593730145349,77.59464417672798,13.665015862931993,0.4993264004767815,0
0.4,vehB,12.97062737887417,77.59402335754221,7.890353728906754,88.90112540009784,0
0.4,vehC,12.972007684735154,77.59497321196825,11.35284634541963,180.83581734596768,0
0.5,vehA,12.971614263449775,77.5946632477739,13.188520533430513,359.4679234516813,0
0.5,vehB,12.970646878994922,77.59398556321594,8.316765660393632,90.25323735934207,0
0.5,vehC,12.971996844078351,77.59495597815541,11.390389870763283,182.32140851690073,0
0.6,vehA,12.971606199677678,77.5946709316238,13.619101203832985,359.168418898758,0
0.6,vehB,12.970654342780417,77.59399433167165,8.264869613149703,90.74930261928968,0
0.6,vehC,12.971992765370093,77.59493555362303,10.179356867198042,178.9175213809613,0
0.7,vehA,12.971594322635879,77.59469402087798,14.49674663622165,359.9815331868363,0
0.7,vehB,12.970654903695081,77.59400167969368,8.842370556726802,90.8933551987382,0
0.7,vehC,12.972002736933154,77.59491812912674,11.551692657172296,180.38104712795575,0
0.8,vehA,12.971612269415498,77.5947024018119,14.876550462241923,359.64112365967816,0
0.8,vehB,12.970675690663901,77.59400115118972,8.04186549537725,88.87155212720761,0
0.8,vehC,12.971998489694483,77.59493222014716,11.508187248307364,180.688883864266,0
0.9,vehA,12.971576241274269,77.5947226481296,14.17792620545992,359.45007371559467,0
0.9,vehB,12.970660956223568,77.59399997689547,9.162438131574367,88.94489930057767,0
0.9,vehC,12.971995721949652,77.5949213531515,10.876924600286124,179.63574852413905,0
1.0,vehA,12.971600977763474,77.59471596320353,14.009972715075007,358.79038240302634,0
1.0,vehB,12.970683552057803,77.59400003180822,9.441715733423877,90.28084051353103,0
1.0,vehC,12.972013656894903,77.59488445103139,11.038930328239067,180.3231456540141,0
