timestamp,sender_id,lat,lon,speed_mps,heading_deg,label,dt,dlon,dlat,dx_m,dy_m,dist_m,inst_speed_mps,jerk,rule_speed,rule_jerk,rule_rare_id,rule_attack
0.0,vehA,12.971598559096703,77.594598270964,13.84434206921617,0.7019837250988631,0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.1,vehA,12.971606566365068,77.5946139426815,13.53083919882759,358.98533763251226,0,0.1,1.5671717505938432e-05,8.007268364806919e-06,1.6968646980965822,0.8896955952820615,1.9159613920720602,19.159613920720602,191.59613920720602,0,1,0,1
0.2,vehA,12.971608734043857,77.59462326892273,14.088299929343956,0.2482134493284144,0,0.1,9.326241226403909e-06,2.167678788467242e-06,1.0098044045974806,0.24085295786538374,1.0381305711985254,10.381305711985252,-87.78308208735349,0,1,0,1
0.3,vehA,12.971606642658996,77.59462632208178,14.323680711674,358.9977971757576,0,0.09999999999999998,3.053159048249654e-06,-2.0913848608472563e-06,0.33058264374002255,-0.2323758632735995,0.4040834396189644,4.040834396189645,-63.40471315795609,0,1,0,1
0.4,vehA,12.971593730145347,77.59464417672798,13.665015862931993,0.4993264004767815,0,0.10000000000000003,1.785464620240873e-05,-1.2912513648544177e-05,1.9332227236661932,-1.434722304003392,2.407442250377802,24.074422503778013,200.3358810758836,0,1,0,1
0.5,vehA,12.971614263449776,77.5946632477739,13.188520533430513,359.4679234516813,0,0.09999999999999998,1.9071045912255613e-05,2.0533304429193322e-05,2.0649289747996873,2.281475988432099,3.0771844853306263,30.77184485330627,66.97422349528259,0,1,0,1
0.6,vehA,12.971606199677678,77.5946709316238,13.619101203832985,359.168418898758,0,0.09999999999999998,7.683849901241047e-06,-8.063772098054756e-06,0.8319734998521655,-0.895973781586962,1.222681038434596,12.226810384345963,-185.4503446896031,0,1,0,1
0.7,vehA,12.97159432263588,77.59469402087798,14.49674663622165,359.9815331868363,0,0.09999999999999998,2.3089254185038044e-05,-1.1877041798058485e-05,2.500003094470416,-1.3196699912240764,2.8269319691317314,28.26931969131732,160.42509306971363,0,1,0,1
0.8,vehA,12.971612269415498,77.5947024018119,14.876550462241925,359.64112365967816,0,0.10000000000000009,8.380933920193456e-06,1.7946779617972197e-05,0.9074506718744546,1.9940846301325088,2.190853768286716,21.90853768286714,-63.60782008450174,0,1,0,1
0.9,vehA,12.971576241274269,77.5947226481296,14.17792620545992,359.45007371559467,0,0.09999999999999998,2.0246317703254135e-05,-3.6028141229493826e-05,2.1921825704510502,-4.0031228001502885,4.564061412302913,45.640614123029145,237.3207644016201,0,1,0,1
1.0,vehA,12.971600977763474,77.59471596320353,14.009972715075008,358.79038240302634,0,0.09999999999999998,-6.6849260775825314e-06,2.4736489205423595e-05,-0.7238144332935393,2.748496052103821,2.842206516471725,28.422065164717257,-172.18548958311894,0,1,0,1
1.1,vehA,12.971617457209184,77.59472440454765,14.395309839904412,0.5913540138159165,0,0.10000000000000009,8.441344121479233e-06,1.6479445710260165e-05,0.9139916037686646,1.8310476923127172,2.0464887742871554,20.464887742871536,-79.57177421845714,0,1,0,1
